col_num code v[vesc] alpha[deg] mtot[MSUN] gamma[1] wft[%] wfp[%] Nbig[1] mfr[mtot] r1[AU] phi_r1[rad] th_r1[rad] v1[AU/yr/2pi] phi_v1[rad] th_v1[rad] m1[mtot] wf1[1] r2[AU] phi_r2[rad] th_r2[rad] v2[AU/yr/2pi] phi_v2[rad] th_v2[rad] m2[mtot] w1[wtot]
175 032110 1.0 60.0 6.454309092e-07 0.5 20.0 10.0 1 0.0 9.69794234277e-07 1.24649894037 2.09431816952 0.000206012040932 1.45391723941 2.09351775706 1.0 1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 
176 032111 1.0 60.0 6.454309092e-07 0.5 20.0 20.0 1 0.0 4.4735573488e-07 0.634205065768 1.40420760501 7.82014555583e-05 1.0313856362 1.43579149701 1.0 1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 
177 032200 1.0 60.0 6.454309092e-07 1.0 10.0 10.0 1 1.79732152208e-05 3.7448291557e-07 0.367038039575 0.494913274603 6.70452245141e-05 0.302299981538 0.577152968979 0.999982026785 0.999826931449 0.000143473859333 -0.663564743275 1.3002902536 0.10475828439 -2.54221843904 1.420089328 1.78423233272e-05 0.000172956929515 
178 032201 1.0 60.0 6.454309092e-07 1.0 10.0 20.0 1 0.0 3.93295601876e-07 -1.82972781957 1.70221582913 9.42614336047e-05 -1.92835942538 1.7844414471 1.0 1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 
179 032210 1.0 60.0 6.454309092e-07 1.0 20.0 10.0 1 0.0 3.93295601876e-07 -1.82972781957 1.70221582913 9.42614336047e-05 -1.92835942538 1.7844414471 1.0 1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 
180 032211 1.0 60.0 6.454309092e-07 1.0 20.0 20.0 1 0.0 8.6613045612e-08 1.40875674277 2.16182508893 1.58897959458e-05 0.806628974393 2.36343415563 1.0 1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 
181 033000 1.0 60.0 6.006979232e-06 0.1 10.0 10.0 1 0.00014200238397 1.45570577114e-06 1.7888964075 1.58678279671 0.000262687800343 1.95182239885 1.5170202352 0.999857997616 0.998553497063 0.00129488611167 -2.99570369896 1.55266165871 0.158736014492 -3.13348518003 1.50403563781 1.3431830085e-05 0.000136887347839 
182 033001 1.0 60.0 6.006979232e-06 0.1 10.0 20.0 1 3.93095569061e-05 1.79173662495e-06 1.34824490098 2.29545239189 0.000490858295682 1.11205519891 2.48685680496 0.999960690443 0.999640010724 0.0016790629689 2.95247231165 1.55795946453 0.231958917144 2.88999671345 1.55164120581 1.39331720805e-05 0.000128768338892 
183 033010 1.0 60.0 6.006979232e-06 0.1 20.0 10.0 1 0.000160644989633 2.25141353967e-06 1.17145049808 0.853311814684 0.000467007010241 0.591807858388 0.419148926577 0.99983935501 0.999167367919 0.00115020212892 3.10833528043 1.4965612307 0.133855857714 2.93615231014 1.52426496185 1.58589654128e-05 8.24341246146e-05 
184 033011 1.0 60.0 6.006979232e-06 0.1 20.0 20.0 1 0.00010916159695 2.43638355246e-06 1.20190229983 1.72823701171 0.000442537867977 0.840815136056 1.45145914207 0.999890838403 0.999462586359 0.00114239946454 -3.09088546658 1.56433473945 0.13941204682 3.01009490144 1.45378170695 1.74358696611e-05 8.57377958743e-05 
185 033100 1.0 60.0 6.006979232e-06 0.5 10.0 10.0 1 1.42667479033e-05 3.53773879066e-06 0.626166417788 1.60226206028 0.000682072109726 0.578533429889 1.50068833814 0.999985733252 0.999861749256 0.000178791845698 -0.812656152112 1.90472842093 0.261823603661 -2.33497842173 1.66504164411 1.3695540886e-05 0.000137717122263 
186 033101 1.0 60.0 6.006979232e-06 0.5 10.0 20.0 1 0.0 3.11215526845e-06 0.48347138064 1.64661808737 0.000608363858775 0.448335326405 1.64374461934 1.0 1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 
187 033110 1.0 60.0 6.006979232e-06 0.5 20.0 10.0 1 0.0 3.16645453485e-06 0.903272989557 1.40551928973 0.000505101683796 0.896798938053 1.34963224783 1.0 1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 
188 033111 1.0 60.0 6.006979232e-06 0.5 20.0 20.0 1 0.0 3.54809920519e-06 0.559822226207 1.52045724825 0.000643272346619 0.496608910981 1.50290565543 1.0 1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 
189 033200 1.0 60.0 6.006979232e-06 1.0 10.0 10.0 1 0.0 3.04525928258e-07 0.0575964258589 1.7696084622 7.4535582596e-05 -0.0723579545405 2.10163596643 1.0 1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 
190 033201 1.0 60.0 6.006979232e-06 1.0 10.0 20.0 1 0.0 8.01174000172e-07 -3.05430752339 1.19162871787 0.000130611813419 -2.88109192443 0.922308403628 1.0 1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 
191 033210 1.0 60.0 6.006979232e-06 1.0 20.0 10.0 1 0.0 8.01174000172e-07 -3.05430752339 1.19162871787 0.000130611813419 -2.88109192443 0.922308403628 1.0 1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 
192 033211 1.0 60.0 6.006979232e-06 1.0 20.0 20.0 1 0.0 5.1250330614e-07 1.06625466779 2.49435245432 6.81650370721e-05 0.828878636364 2.47585375766 1.0 1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 -1.0 
193 100000 1.5 0.0 9.4379095486e-10 0.1 10.0 10.0 1 0.00164102082592 4.23592903906e-08 2.00323043829 1.48662727872 1.00929839965e-05 2.80677554618 1.95761956836 0.998358979174 0.983590969525 7.78251086275e-05 -0.39320640755 0.479222345108 0.00815268831976 -0.571040306419 0.525056170907 2.02698881748e-05 0.000202675371405 
194 100001 1.5 0.0 9.4379095486e-10 0.1 10.0 20.0 1 0.00217425322253 1.457727335e-07 1.55816151354 1.62592742792 2.54858485526e-05 1.55607194037 1.66208813551 0.997825746777 0.979940298621 6.21216041877e-05 -0.582336333868 2.22523836582 0.00571986935485 -0.776396914674 2.13199240808 2.05204049806e-05 0.000189303327509 
195 100010 1.5 0.0 9.4379095486e-10 0.1 20.0 10.0 1 0.00251736129665 6.60520670514e-08 -0.960537581351 1.26115221863 1.96819506879e-05 -0.667111868494 1.12966695091 0.997482638703 0.986503858578 6.86993703256e-05 0.303005764796 2.84611543322 0.00665526813526 -0.0727825359332 2.85168641269 2.33242260891e-05 0.000125063477996 
196 100011 1.5 0.0 9.4379095486e-10 0.1 20.0 20.0 1 0.00227886136705 3.16786781302e-08 -2.46093625906 2.42307378933 1.00933801737e-05 -2.23315244415 2.02003562313 0.997721138633 0.988478131633 0.000117694461315 3.02328388247 0.883431235733 0.0141695218961 3.07385317303 0.881442410906 2.35073617593e-05 0.000118853347325 
197 100100 1.5 0.0 9.4379095486e-10 0.5 10.0 10.0 1 0.00281320989219 1.06665014739e-07 -1.73170818952 1.75588106586 2.54093718768e-05 -1.44127262085 1.74800233327 0.997186790108 0.972251809013 7.91960848764e-05 -3.0489311756 1.32339386487 0.00844477157596 -3.00846693876 1.32278041194 2.02500737516e-05 0.000199737962025 
198 100101 1.5 0.0 9.4379095486e-10 0.5 10.0 20.0 1 0.00264307996992 2.60145923747e-08 1.85023148023 1.01021786782 6.77343876507e-06 -2.75857852008 0.371815946604 0.99735692003 0.979732756792 0.000125056188927 -2.6497101757 2.70734653938 0.0155069370553 -2.61176194735 2.69737173107 4.2624020013e-05 0.000326882850261 
199 100110 1.5 0.0 9.4379095486e-10 0.5 20.0 10.0 1 0.00379061054803 2.7903241062e-07 -1.38728901737 1.62874634727 6.38338866379e-05 -1.47444475324 1.65993476425 0.996209389452 0.977337308981 0.000106769163015 3.12325822082 1.05700520896 0.0127896380962 -3.13958774635 1.05414105331 2.24431448336e-05 0.000134183510497 
200 100111 1.5 0.0 9.4379095486e-10 0.5 20.0 20.0 1 0.00368756089709 1.4942571836e-07 -1.55579254025 1.72485334039 2.8654900641e-05 -1.87606982523 1.79163525376 0.996312439103 0.981560204702 0.000226405801028 0.0427421476137 0.241391896627 0.0299117689466 0.0145859773859 0.241177957214 4.69670674939e-05 0.00023488031705 
201 100200 1.5 0.0 9.4379095486e-10 1.0 10.0 10.0 1 0.00379199071289 9.5286471239e-08 -0.977864445027 1.93025196377 2.33933031035e-05 -1.1936461688 2.04269758726 0.996208009287 0.961825862889 0.000181129828491 3.11105367112 0.476864852725 0.023406840283 3.11101891676 0.477127202175 2.01778686115e-05 0.000203136061592 
202 100201 1.5 0.0 9.4379095486e-10 1.0 10.0 20.0 1 0.00334102337219 1.48647460071e-07 1.44452282494 1.10187480596 2.8297368622e-05 1.10739458615 1.22083927469 0.996658976628 0.977725008287 0.000119970588039 -1.14117306224 2.95109519479 0.0147892262318 -1.15615757314 2.9460810951 4.39716796275e-05 0.000293156452545 
203 100210 1.5 0.0 9.4379095486e-10 1.0 20.0 10.0 1 0.00334102337219 1.48647460071e-07 1.44452282494 1.10187480596 2.8297368622e-05 1.10739458615 1.22083927469 0.996658976628 0.977725008287 0.000119970588039 -1.14117306224 2.95109519479 0.0147892262318 -1.15615757314 2.9460810951 4.39716796275e-05 0.000293156452545 
204 100211 1.5 0.0 9.4379095486e-10 1.0 20.0 20.0 1 0.00418255941812 1.09656614936e-07 -1.3326862923 0.844263889442 1.69018655289e-05 -2.14382799271 1.19676536461 0.995817440582 0.97913200968 0.000103004813206 0.0574293513604 2.17074658053 0.0122939806415 0.0668183505069 2.16940051211 4.69902791367e-05 0.000234454820374 
205 101000 1.5 0.0 7.390278043e-08 0.1 10.0 10.0 1 0.00633953233584 4.85935935561e-07 -1.79743031575 1.75962854071 0.000128508266568 -1.71743615212 1.58639045937 0.993660467664 0.93771117634 0.000446849676354 2.69925674225 0.442591538215 0.0516991343966 2.78051467585 0.432952655855 5.66991044976e-05 0.0 
206 101001 1.5 0.0 7.390278043e-08 0.1 10.0 20.0 1 0.00845102764113 2.7467082349e-07 -0.0376266552305 2.4147841595 5.2925300991e-05 -0.868703639782 2.36910179558 0.991548972359 0.924784353653 0.00034717675591 -1.98843191669 0.447793804248 0.0375368566662 -1.91119554974 0.530500984468 2.02189161964e-05 0.000179955001685 
207 101010 1.5 0.0 7.390278043e-08 0.1 20.0 10.0 1 0.00566618199144 1.11400034425e-06 -1.57160988242 1.67452327354 0.000215358641109 -1.60918368504 1.6395927644 0.994333818009 0.970350541905 0.000411529479829 0.0725648002199 0.907332332965 0.0468598842281 0.00736291755157 0.904571201776 4.5104985583e-05 0.00023600879249 
208 101011 1.5 0.0 7.390278043e-08 0.1 20.0 20.0 1 0.00686742598297 9.68644256681e-07 -1.63439257416 1.73523889855 0.00017357824285 -1.56965700159 1.76139213834 0.993132574017 0.965195366417 0.000317180306919 -2.97488744617 0.528015290543 0.0324951377231 -2.78686528274 0.54620199427 4.54150704076e-05 0.000230159022623 
209 101100 1.5 0.0 7.390278043e-08 0.5 10.0 10.0 1 0.0167315693217 7.31033260184e-07 2.62071631506 1.21645691768 0.000138960448624 -2.8111914553 1.14406747871 0.983268430678 0.85257060029 0.000308524210455 -0.0820179944551 1.56266100925 0.0312498023635 -0.128114507945 1.55916137178 7.76185028275e-05 0.000197134644077 
210 101101 1.5 0.0 7.390278043e-08 0.5 10.0 20.0 1 0.0252074189669 1.78954811124e-06 1.67098169512 1.55806705595 0.000237477195456 1.96127479032 1.55158198368 0.974792581033 0.813284156491 0.000325859627018 2.8969764282 2.32500798557 0.0344178121553 2.91944835024 2.32724158664 8.20785656972e-05 0.000157929103458 
211 101110 1.5 0.0 7.390278043e-08 0.5 20.0 10.0 1 0.0269455239654 1.75220010976e-06 -1.24779922338 1.50997139734 0.0002720201657 -1.16221598575 1.5622249534 0.973054476035 0.839378374613 0.000447928553256 0.0770851902973 0.675668044893 0.0533867913917 0.0520188812564 0.67314535713 8.87875502829e-05 0.000530537999633 
212 101111 1.5 0.0 7.390278043e-08 0.5 20.0 20.0 1 0.0311808639593 4.05906244379e-08 -0.717777135863 1.7603599221 5.26726518975e-05 -1.53367848834 1.53935429088 0.968819136041 0.842006644997 0.000420016893001 -0.169562760116 1.19670391546 0.0495712389133 -0.194107449805 1.20211020056 0.00013795816641 0.00069903451496 
213 101200 1.5 0.0 7.390278043e-08 1.0 10.0 10.0 1 0.0197983984696 5.72101764785e-07 2.67760528863 0.993967435954 7.23116565244e-05 2.20296863056 1.33796357322 0.98020160153 0.839899052713 0.000301238391179 0.124677837489 1.51919385453 0.0300843914842 0.136834278206 1.52887245929 0.000115702532827 0.0 
214 101201 1.5 0.0 7.390278043e-08 1.0 10.0 20.0 1 0.0288898378914 2.6891779231e-06 1.74661999762 1.57912054969 0.000360096819215 1.73558733883 1.66747639769 0.971110162109 0.810460953318 0.000525741703235 -0.0593185920335 0.877805526943 0.0651631186109 -0.060420928403 0.876316532364 0.0001290130336 0.000863443382913 
215 101210 1.5 0.0 7.390278043e-08 1.0 20.0 10.0 1 0.0288898378914 2.6891779231e-06 1.74661999762 1.57912054969 0.000360096819215 1.73558733883 1.66747639769 0.971110162109 0.810460953318 0.000525741703235 -0.0593185920335 0.877805526943 0.0651631186109 -0.060420928403 0.876316532364 0.0001290130336 0.000863443382913 
216 101211 1.5 0.0 7.390278043e-08 1.0 20.0 20.0 1 0.0359230281991 3.37961927354e-07 1.98288061922 1.10093362371 5.77815583378e-05 2.26261459991 1.71785732286 0.964076971801 0.820762566702 0.000389569643859 3.01996307901 1.35405599846 0.0449603477285 3.01861315831 1.35064526338 0.000115343184296 0.000576597718946 
217 102000 1.5 0.0 6.454309092e-07 0.1 10.0 10.0 1 0.00838255678909 1.66818849612e-06 1.46029621868 1.85906438817 0.000337221172734 1.54592170004 1.77773100609 0.991617443211 0.916688931359 0.00107376734384 2.80618740629 0.881233525972 0.127818179361 2.83465060379 0.875298821391 1.95011207962e-05 0.000193808818055 
218 102001 1.5 0.0 6.454309092e-07 0.1 10.0 20.0 1 0.0101427565637 1.42841358399e-06 1.73238316903 1.79442458814 0.000383732148209 1.59927038406 1.57406877472 0.989857243436 0.908151693059 0.000717898438436 -0.151156491822 1.51932590563 0.0765412480424 -0.22634071658 1.50997652291 1.98677456434e-05 0.000179918440187 
219 102010 1.5 0.0 6.454309092e-07 0.1 20.0 10.0 1 0.00727610502195 8.54142748921e-07 2.50721449976 2.40047321884 0.000155566448685 2.04224022403 2.13726107187 0.992723894978 0.961500866797 0.000770064073962 0.336863135396 2.61870647876 0.0836809036493 0.231366233348 2.63080438828 4.08482716039e-05 0.000216135854428 
220 102011 1.5 0.0 6.454309092e-07 0.1 20.0 20.0 1 0.00866645633469 8.60464388142e-07 1.59756448585 1.86571698673 0.000122851221194 1.4977626393 1.3688501915 0.991333543665 0.956501874217 0.000897925803104 -3.1191669553 0.634314446015 0.103916214675 -3.04229747991 0.634427151052 4.204582121e-05 0.000211031977207 
221 102100 1.5 0.0 6.454309092e-07 0.5 10.0 10.0 1 0.0331195580938 9.5310758982e-07 1.41725636478 1.36227769473 6.15387976354e-05 1.13198617588 1.2866037589 0.966880441906 0.783682859895 0.00058797850489 -1.3635620125 3.064460824 0.0560337724052 -1.48418684736 3.02252747751 0.000783065724183 0.000196758147492 
222 102101 1.5 0.0 6.454309092e-07 0.5 10.0 20.0 1 0.0358151137334 3.10229149751e-06 1.21163351189 1.08548875486 0.000453041413409 1.07752133477 0.885549383337 0.964184886267 0.752477658198 0.000575509606509 -0.305811634533 0.608048118659 0.0542883588055 -0.370333058721 0.638198589432 6.00841425813e-05 0.0 
223 102110 1.5 0.0 6.454309092e-07 0.5 20.0 10.0 1 0.0371073702695 1.96272187863e-06 -1.21815612188 1.00241051262 0.000233121233247 -0.880174791913 0.376547056371 0.96289262973 0.784162843416 0.000770453174147 3.13639701787 1.33799766032 0.0863411879383 -3.12976840294 1.33142378333 6.28037404963e-05 0.0 
224 102111 1.5 0.0 6.454309092e-07 0.5 20.0 20.0 1 0.0456685716432 1.31063424529e-06 -2.24111192889 1.45243993969 0.000318783869212 -2.20466126214 1.10009278741 0.954331428357 0.771842232093 0.000587233633578 0.0140544161872 2.43277700254 0.0570921509134 -0.0374662316279 2.43840740485 6.5070675595e-05 0.0 
225 102200 1.5 0.0 6.454309092e-07 1.0 10.0 10.0 1 0.037529636269 2.81468493962e-06 -0.924916177309 1.19202534712 0.000493741587579 -1.01904890324 1.34202876891 0.962470363731 0.769501682318 0.000647965081629 -3.12657092856 0.894526465173 0.0658433614365 -3.12694411048 0.889597594096 0.00103539629377 0.000370708718083 
226 102201 1.5 0.0 6.454309092e-07 1.0 10.0 20.0 1 0.0415405309248 7.19334939341e-06 1.36699879958 1.38678802066 0.00123775326154 1.2587321116 1.45688665131 0.958459469075 0.743106942392 0.000538307949105 -2.97417655351 2.53040886456 0.0478686160695 -2.98438859183 2.51808315763 0.000235262091866 0.0 
227 102210 1.5 0.0 6.454309092e-07 1.0 20.0 10.0 1 0.0415405309248 7.19334939341e-06 1.36699879958 1.38678802066 0.00123775326154 1.2587321116 1.45688665131 0.958459469075 0.743106942392 0.000538307949105 -2.97417655351 2.53040886456 0.0478686160695 -2.98438859183 2.51808315763 0.000235262091866 0.0 
228 102211 1.5 0.0 6.454309092e-07 1.0 20.0 20.0 1 0.05126722597 2.19820045252e-06 1.71795200747 1.23953984056 0.000578850894074 1.81905919684 1.19202969763 0.94873277403 0.746518751878 0.000569013524547 2.91523514065 0.159539001056 0.0540164812349 2.8370206388 0.151655201309 6.65857308387e-05 0.0 
229 103000 1.5 0.0 6.006979232e-06 0.1 10.0 10.0 1 0.00833888117157 4.2034181722e-06 1.26202973133 1.53200717777 0.000805706122535 1.20656764649 1.67026605028 0.991661118828 0.916958313201 0.00135643740276 2.8819897089 0.326371174659 0.131419440001 3.10606286799 0.327916096355 3.92018797774e-05 0.0 
230 103001 1.5 0.0 6.006979232e-06 0.1 10.0 20.0 1 0.00884632305096 9.51106984232e-07 0.264052126004 1.34682017759 0.000210525276748 -0.0893164238415 0.698645296573 0.991153676949 0.918245714159 0.00120567589839 -1.15768846018 0.20555348599 0.108055042463 -1.28225400714 0.312894732443 2.13797403562e-05 0.00019758843397 
231 103010 1.5 0.0 6.006979232e-06 0.1 20.0 10.0 1 0.00215364689227 3.03229120354e-06 1.48365275036 2.28498180241 0.000457098493816 2.22599222178 2.69407546683 0.997846353108 0.988806355349 0.00142207935016 0.0031059831201 2.17691764733 0.142611012104 -0.0799490895138 2.17613059041 2.12692627566e-05 0.000110556584929 
232 103011 1.5 0.0 6.006979232e-06 0.1 20.0 20.0 1 0.00204719979511 3.425931693e-06 1.47793276228 1.63978545272 0.000380980456668 1.39951196158 1.67749202194 0.997952800205 0.98993189051 0.00127136088041 2.6752310218 2.18757218526 0.117811625735 2.74627589707 2.18451210942 2.06917906281e-05 0.000101748209618 
233 103100 1.5 0.0 6.006979232e-06 0.5 10.0 10.0 1 0.0463182558985 4.52950454672e-06 0.705579766977 1.47674997175 0.000863490516531 0.444767665373 1.64704492622 0.953681744102 0.762981453151 0.00126561852224 -0.00778530741157 1.98981978054 0.12022452812 -0.0561899001028 1.98255033294 0.000302135900005 0.0 
234 103101 1.5 0.0 6.006979232e-06 0.5 10.0 20.0 1 0.0437106934014 9.01101790806e-06 1.7583023688 1.74831494404 0.00154505183052 1.68976785386 1.62895050197 0.956289306599 0.75530395938 0.00121243526773 -2.72648028309 2.91681896082 0.111556667375 -2.56853501353 2.90191391046 0.000114135994769 0.0 
235 103110 1.5 0.0 6.006979232e-06 0.5 20.0 10.0 1 0.0466830610937 3.86077719217e-06 -1.70735359951 2.02598516904 0.000401547471918 -2.04709419796 2.39974224044 0.953316938906 0.764946680282 0.00181080149732 2.97773281688 0.55466904893 0.206586756085 3.00229769974 0.556917786913 0.000120910854256 0.0 
236 103111 1.5 0.0 6.006979232e-06 0.5 20.0 20.0 1 0.0475943577974 1.32526879955e-06 -0.703850640499 0.597207966886 0.000414877522765 0.703848152977 0.686944767158 0.952405642203 0.773171136918 0.0011562987242 -0.00520393974975 2.00521153844 0.102964519092 -0.0541386463161 1.99715448663 0.000121885564472 0.0 
237 103200 1.5 0.0 6.006979232e-06 1.0 10.0 10.0 1 0.0599094456306 6.38170440983e-06 2.08217141248 1.17379156737 0.00117949580803 2.11409520459 1.46222006101 0.940090554369 0.736346421286 0.00183117231153 2.37296672004 0.109149285137 0.208556216887 2.37245189885 0.111240407656 0.000266387211956 0.000141330969445 
238 103201 1.5 0.0 6.006979232e-06 1.0 10.0 20.0 1 0.0579708324751 1.11410997934e-05 1.45034673381 1.45299584295 0.00172130681864 1.17800179386 1.30195989103 0.942029167525 0.73199674453 0.00123675127312 -0.0140115759312 2.32979798331 0.115538296758 -0.0187863060828 2.33482016678 0.000348853594699 0.0 
239 103210 1.5 0.0 6.006979232e-06 1.0 20.0 10.0 1 0.0579708324751 1.11410997934e-05 1.45034673381 1.45299584295 0.00172130681864 1.17800179386 1.30195989103 0.942029167525 0.73199674453 0.00123675127312 -0.0140115759312 2.32979798331 0.115538296758 -0.0187863060828 2.33482016678 0.000348853594699 0.0 
240 103211 1.5 0.0 6.006979232e-06 1.0 20.0 20.0 1 0.0585839000973 1.42938912985e-06 0.635892420354 1.96112932039 0.000624163139538 0.897855461237 1.40146852673 0.941416099903 0.736450979933 0.00120045706278 -0.115392751537 0.171156270714 0.111254522577 -0.124069962884 0.169833900009 0.000192649671112 0.0 
241 110000 1.5 20.0 9.4379095486e-10 0.1 10.0 10.0 1 0.00127664591561 6.6935065973e-08 1.55515431415 2.44240342341 1.71497686681e-05 0.500348212083 2.32875018661 0.998723354084 0.987237470301 0.000117468069463 2.89627976656 0.373458157999 0.014088432532 3.01195842844 0.382190979849 2.026889588e-05 0.000202665449608 
242 110001 1.5 20.0 9.4379095486e-10 0.1 10.0 20.0 1 0.00231796151386 1.57893659542e-07 2.3165569048 1.80016221648 1.97710611096e-05 2.91422405174 2.19829910433 0.997682038486 0.978616485267 0.000105832160326 -1.15178821467 0.688956648635 0.012604149472 -1.22381629631 0.728210694671 2.05180737128e-05 0.000189281821268 
243 110010 1.5 20.0 9.4379095486e-10 0.1 20.0 10.0 1 0.00261033961667 2.29830173434e-07 2.89906424012 1.42439846581 2.59898435052e-05 2.9795043369 1.3395011808 0.997389660383 0.986003854302 8.2795438654e-05 -0.803375999535 2.92279209118 0.00897671361415 -1.09672550495 2.88408229077 2.33234779876e-05 0.000125059466709 
244 110011 1.5 20.0 9.4379095486e-10 0.1 20.0 20.0 1 0.00223206094691 1.5638254636e-07 2.51712534349 1.34846862721 2.41244294797e-05 2.15634257488 1.2542974472 0.997767939053 0.988715693379 9.76344037205e-05 -0.835898213634 1.44457648949 0.0114164200958 -0.905476441789 1.44857602603 2.35066225254e-05 0.000118849609754 
245 110100 1.5 20.0 9.4379095486e-10 0.5 10.0 10.0 1 0.00226686248553 1.10953412832e-07 1.78956140548 1.73176107997 2.69162022243e-05 1.53365780296 1.41367175316 0.997733137514 0.977642114989 9.17110449557e-05 -0.802980475265 1.00697082342 0.010478454192 -0.846971811646 1.02216684883 4.04791243105e-05 0.000399268560378 
246 110101 1.5 20.0 9.4379095486e-10 0.5 10.0 20.0 1 0.00294142360435 2.06011888954e-07 1.32535356244 1.44537628562 4.04588636558e-05 1.65027932788 1.19083752554 0.997058576396 0.977444733006 7.38989330834e-05 -1.64187043218 0.465069665233 0.0077493456719 -1.67145416833 0.538091319635 2.13223642856e-05 0.000163520831912 
247 110110 1.5 20.0 9.4379095486e-10 0.5 20.0 10.0 1 0.00336428661529 4.40068018622e-08 -1.8915625938 0.454429437304 1.02746148716e-05 -1.97062513396 0.519153731565 0.996635713385 0.979886389579 7.37288547591e-05 2.49634937896 1.92761338915 0.00760068615699 2.5272961241 1.93298914217 2.24355763862e-05 0.000134138260117 
248 110111 1.5 20.0 9.4379095486e-10 0.5 20.0 20.0 1 0.00279449219402 1.23122478522e-07 1.6716723762 0.425609959207 3.86948164572e-05 0.899085611581 0.356304536747 0.997205507806 0.986024194239 6.48982831371e-05 -0.839658704074 0.924864878808 0.0062160325094 -0.936425422501 0.958684557795 2.34952403316e-05 0.00011749870266 
249 110200 1.5 20.0 9.4379095486e-10 1.0 10.0 10.0 1 0.00292450717916 1.31641644271e-07 -0.668449619434 0.779198258282 2.24150284483e-05 -0.695652096647 0.487742758751 0.997075492821 0.970557356196 0.000148839127245 2.49325275241 1.50982340653 0.0189211739721 2.48926738317 1.50993418456 2.01751839224e-05 0.000203109034101 
250 110201 1.5 20.0 9.4379095486e-10 1.0 10.0 20.0 1 0.00263742491519 1.5901421378e-07 1.38282383713 0.49472567898 3.93764679866e-05 1.22452222719 0.267277392968 0.997362575085 0.982414826751 0.000125793943723 -2.84696801128 0.235181842407 0.0157000772058 -2.82357199994 0.237419580333 2.19918840239e-05 0.000146618522646 
251 110210 1.5 20.0 9.4379095486e-10 1.0 20.0 10.0 1 0.00263742491519 1.5901421378e-07 1.38282383713 0.49472567898 3.93764679866e-05 1.22452222719 0.267277392968 0.997362575085 0.982414826751 0.000125793943723 -2.84696801128 0.235181842407 0.0157000772058 -2.82357199994 0.237419580333 2.19918840239e-05 0.000146618522646 
252 110211 1.5 20.0 9.4379095486e-10 1.0 20.0 20.0 1 0.0033364813249 1.39165204023e-07 1.66914623684 0.812777885778 2.28527946346e-05 1.64596897154 2.19758325525 0.996663518675 0.98335236716 0.000127947370661 -0.658638043675 2.25990666807 0.0161194142363 -0.664907847129 2.25870347182 2.35054152718e-05 0.000117278680115 
253 111000 1.5 20.0 7.390278043e-08 0.1 10.0 10.0 1 0.00808660457431 3.65866688352e-06 2.31604592163 1.52530552172 0.000498243521496 2.24654016846 1.57695524267 0.991913395426 0.9327822638 0.000265090778064 -1.16999084355 1.66009190572 0.0249678551965 -1.3720773459 1.65486658626 0.000133274324451 0.000193489406379 
254 111001 1.5 20.0 7.390278043e-08 0.1 10.0 20.0 1 0.0086943210133 3.80411122005e-06 2.28508888529 1.5875498953 0.000523322632446 2.15892424563 1.59981075728 0.991305678987 0.925734423171 0.000360831435861 -1.16295888476 1.66445239529 0.0403149805746 -1.25099193816 1.65802996727 5.89233926577e-05 0.0 
255 111010 1.5 20.0 7.390278043e-08 0.1 20.0 10.0 1 0.00941009274548 4.06068582944e-06 2.54282878873 1.55226009345 0.000482185943737 2.48714219814 1.53323091518 0.990589907255 0.950761719898 0.000445770469193 -0.733879494118 1.32633106287 0.0525579264665 -0.780766210511 1.3288146741 6.75825385481e-05 0.000353621071153 
256 111011 1.5 20.0 7.390278043e-08 0.1 20.0 20.0 1 0.00965300567992 4.10981287708e-06 2.4810257318 1.57126311554 0.000514732350975 2.46040138855 1.55294906558 0.99034699432 0.951078500624 0.000301248935441 -1.11697731677 1.83014558182 0.0308312851632 -1.23907098864 1.81046192389 0.00011534352764 0.000584549431481 
257 111100 1.5 20.0 7.390278043e-08 0.5 10.0 10.0 1 0.0141465595252 3.37451878094e-06 2.05655279976 1.63286568715 0.000476473314151 2.0824855755 1.72831845478 0.985853440475 0.868116195324 0.000276715464691 1.23597614596 1.63159448471 0.0467257251497 1.06420071846 1.63692965364 5.93318717781e-05 0.0 
258 111101 1.5 20.0 7.390278043e-08 0.5 10.0 20.0 1 0.0206279021811 4.83410912947e-06 1.83516230607 1.64668199828 0.000653483846466 1.84697533285 1.71262702503 0.979372097819 0.849575346692 0.00029801499395 -0.987392743307 1.7449545016 0.0303151781708 -1.08164563258 1.70967165003 6.26044444928e-05 0.000476450441202 
